ecd07813-259f-4c62-8050-db870639eb10,2021-03-28 20:16:21,Running,,0.45,88:53,59:57,3.01,48.0,1,,"","",2021-03-28-201621.gpx
9a55c4b6-49ca-4461-9c6b-55289bb6aca1,2021-03-28 20:05:49,Walking,,0.39,100:08,55:41,2.34,38.0,0,,"","",2021-03-28-200549.gpx
